"impresso","enviadomotorista","clienteconfirma","ctes","criado_em","resolvida","telefone","TICKET _D","data_ticket","status","assunto"
false,false,false,18198401106289,2026-03-06 12:45:04.450,false,,,2026-03-20 08:03:58.033,,
true,true,false,18015951229460,2026-02-18 17:50:37.962,false,,,2026-03-20 08:03:58.033,,
false,false,false,18201500367772,2026-02-19 10:12:18.328,false,,,2026-03-20 08:03:58.033,,
false,false,false,18180900811796,2026-02-19 10:08:41.749,true,,,2026-03-20 08:03:58.033,,
false,false,false,18180900793876,2026-02-19 10:04:26.830,true,,,2026-03-20 08:03:58.033,,
false,false,false,18015951285123,2026-02-19 19:55:45.669,true,,,2026-03-20 08:03:58.033,,
false,true,,18015951242317,2026-02-18 10:25:18.700,true,,,2026-03-20 08:03:58.033,,
true,true,true,18015951278665,2026-02-18 10:25:18.700,true,,,2026-03-20 08:03:58.033,,
false,false,false,18015953242220,2026-04-15 14:47:52.398,false,5571996844509,,2026-04-15 17:47:52.404,,
false,false,false,18097900917334,2026-02-19 15:27:17.891,true,,,2026-03-20 08:03:58.033,,
false,false,false,18206101100031,2026-02-19 15:18:27.563,true,,,2026-03-20 08:03:58.033,,
false,false,false,18206101109662,2026-02-19 15:21:03.975,true,,,2026-03-20 08:03:58.033,,
false,false,false,18249200208416,2026-04-16 09:07:56.878,false,5571987272767,,2026-04-16 12:07:56.881,,
false,false,false,18189800192691,2026-02-23 13:26:53.462,false,,,2026-03-20 08:03:58.033,,
false,true,false,18109044948062,2026-04-15 09:05:45.727,false,5571986259664,,2026-04-15 12:05:45.729,,
false,false,false,18000100269425,2026-05-14 11:05:03.364,true,0,5172233,2026-04-15 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18188300592749,2026-05-13 16:22:56.917,true,0,5155889,2026-04-14 00:00:00.000,Resolvido,Comprovante de entrega
false,false,false,18015951427359,2026-02-26 17:51:18.237,false,,,2026-03-20 08:03:58.033,,
false,true,false,18176302789664,2026-02-26 18:21:45.683,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951603140,2026-02-26 19:29:43.511,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951588454,2026-02-27 11:18:07.845,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951561009,2026-02-27 13:42:01.494,false,,,2026-03-20 08:03:58.033,,
false,false,false,10085123690791,2026-02-27 19:14:34.412,false,,,2026-03-20 08:03:58.033,,
false,false,false,18191001494355,2026-02-27 15:23:53.383,true,,,2026-03-20 08:03:58.033,,
false,false,false,18137801882187,2026-03-02 17:15:54.804,false,,,2026-03-20 08:03:58.033,,
false,false,false,10088124923002,2026-03-03 14:20:39.959,false,,,2026-03-20 08:03:58.033,,
false,false,false,18109908163777,2026-03-03 19:55:28.397,false,,,2026-03-20 08:03:58.033,,
false,,false,18097901216948,2026-03-02 17:12:35.177,true,,,2026-03-20 08:03:58.033,,
false,false,false,18015951229162,2026-03-05 11:04:12.313,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951438434,2026-03-05 11:05:47.517,false,,,2026-03-20 08:03:58.033,,
false,false,false,18143102771989,2026-03-05 11:12:00.572,false,,,2026-03-20 08:03:58.033,,
false,false,false,18000100200315,2026-03-05 11:15:06.823,false,,,2026-03-20 08:03:58.033,,
false,false,false,18167700715404,2026-03-05 11:32:18.281,false,,,2026-03-20 08:03:58.033,,
false,false,false,18168202632725,2026-03-05 11:34:12.944,false,,,2026-03-20 08:03:58.033,,
false,false,false,18167700719020,2026-03-05 11:37:47.032,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951444013,2026-03-29 13:37:35.684,true,0,4722515,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015952127935,2026-04-09 15:37:48.280,true,0,4798466,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951363873,2026-03-29 13:37:35.788,true,0,4722603,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18202500102222,2026-03-09 20:58:16.782,false,7193007352,,2026-03-20 08:03:58.033,,
false,false,false,10084624686443,2026-03-10 17:26:45.188,false,71988698728,,2026-03-20 08:03:58.033,,
false,false,false,18226900920753,2026-03-11 11:39:10.019,false,71981289610,,2026-03-20 08:03:58.033,,
false,false,false,18015951928617,2026-03-11 12:22:48.404,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951890865,2026-03-13 12:31:39.701,false,,,2026-03-20 08:03:58.033,,
false,false,false,10088214210705,2026-04-08 16:56:15.419,true,0,4771184,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18121604371250,2026-04-09 15:37:48.141,true,0,4786076,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951965544,2026-03-14 12:06:37.069,false,,,2026-03-20 08:03:58.033,,
false,false,false,18226900920723,2026-03-16 11:12:26.732,false,71993168841,,2026-03-20 08:03:58.033,,
false,false,false,18131800839268,2026-03-22 11:18:22.316,true,0,4585928,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951013223,2026-03-22 11:18:21.177,true,0,4522949,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951766480,2026-03-16 16:50:25.121,false,71983291881,,2026-03-20 08:03:58.033,,
false,false,false,18015952217150,2026-03-18 14:59:25.878,false,,,2026-03-20 08:03:58.033,,
false,false,false,18109908237920,2026-03-19 10:48:33.505,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015952443382,2026-03-19 12:25:19.901,false,,,2026-03-20 08:03:58.033,,
false,false,false,18104102478815,2026-03-19 14:57:40.764,false,,,2026-03-20 08:03:58.033,,
false,false,false,18015951763524,2026-03-19 14:45:35.965,false,,,2026-03-20 08:03:58.033,,
false,false,false,10088214230033,2026-03-19 15:29:20.452,false,,,2026-03-20 08:03:58.033,,
false,false,false,18187400773143,2026-03-19 19:55:51.421,false,,,2026-03-20 08:03:58.033,,
false,false,false,18188300581635,2026-03-19 11:14:17.909,true,,,2026-03-20 08:03:58.033,,
false,false,false,18168202636790,2026-03-29 13:37:34.860,true,0,4711420,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18206101146466,2026-03-27 11:53:26.323,true,0,4655278,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18194700337969,2026-04-08 16:56:14.954,true,0,4762502,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18168202631485,2026-03-22 11:18:22.440,true,0,4617243,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18168100292122,2026-03-22 11:18:22.525,true,0,4622589,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015950915429,2026-03-22 11:18:22.870,true,0,4649221,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951493293,2026-03-29 13:37:34.935,true,0,4717361,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951501301,2026-03-29 13:37:35.110,true,0,4717366,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18191001565711,2026-04-09 15:37:48.907,true,0,4801668,2026-03-10 00:00:00.000,Resolvido,Acareação
false,false,false,18015951579762,2026-03-29 13:37:35.214,true,0,4717395,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951504348,2026-03-29 13:37:35.276,true,0,4717454,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951388217,2026-03-29 13:37:35.335,true,0,4717535,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951387777,2026-03-29 13:37:35.946,true,0,4722607,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18121604373187,2026-03-29 13:37:36.020,true,0,4730904,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18167700733250,2026-04-11 09:16:20.742,true,0,4806330,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18206101146492,2026-04-09 15:37:47.987,true,0,4781788,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18168202628244,2026-03-22 11:18:21.466,true,0,4554313,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18257500044716,2026-03-22 11:18:21.625,true,0,4569338,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18214600120124,2026-03-22 11:18:21.823,true,0,4575302,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18198700135041,2026-03-22 11:18:21.955,true,0,4577801,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18176002624638,2026-03-22 11:18:22.134,true,0,4578447,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015950650305,2026-03-22 11:18:22.229,true,0,4582464,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18249200229024,2026-05-22 15:20:17.975,true,0,5247123,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18249200236082,2026-05-22 15:20:18.033,true,0,5247118,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18121604452413,2026-04-16 18:51:33.908,true,0,4862571,2026-03-18 00:00:00.000,Resolvido,Acareação
false,false,false,18015952185891,2026-04-15 13:26:15.400,true,0,4853012,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952236025,2026-04-15 13:26:15.461,true,0,4853016,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952269849,2026-04-15 13:26:15.561,true,0,4853017,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952061798,2026-04-15 13:26:15.652,true,0,4853033,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952270112,2026-04-15 13:26:15.706,true,0,4853046,2026-03-20 11:22:33.088,Resolvido,Acareação
false,false,false,18015952233506,2026-04-15 13:26:15.764,true,0,4853049,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18239101995416,2026-04-17 15:05:32.205,true,0,4870739,2026-03-20 11:22:33.208,Resolvido,Acareação
false,false,false,18159608232002,2026-04-17 15:05:32.844,true,0,4881074,2026-03-19 00:00:00.000,Resolvido,Acareação
false,false,false,18194700350708,2026-04-17 15:05:32.912,true,0,4882035,2026-03-19 00:00:00.000,Resolvido,Acareação
false,false,false,18015952230465,2026-04-15 13:26:15.817,true,0,4853053,2026-03-17 00:00:00.000,Resolvido,Acareação
false,false,false,18152701047505,2026-04-23 17:28:10.327,true,0,4945064,2026-03-25 00:00:00.000,Resolvido,Acareação
false,false,false,18186600036265,2026-03-29 13:37:34.641,true,0,4681508,2026-03-20 15:53:55.145,Resolvido,Acareação
false,false,false,18239102022783,2026-04-14 13:15:21.934,true,0,4826370,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18194700365656,2026-05-15 16:10:42.790,true,0,5192200,2026-04-16 00:00:00.000,Resolvido,Acareação
false,false,false,18249200229964,2026-05-22 15:20:18.302,true,0,5247966,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18249200240561,2026-05-22 15:20:18.343,true,0,5248228,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18172803026683,2026-04-14 13:15:21.722,true,0,4824555,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18137801974811,2026-05-22 15:20:18.401,true,0,5251328,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18015953378240,2026-05-16 11:13:27.942,true,0,5196378,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18168202638884,2026-03-27 11:53:26.390,true,0,4663372,2026-03-20 15:53:54.998,Resolvido,Acareação
false,false,false,18172803064018,2026-05-22 15:20:17.509,true,0,5246811,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18015953469433,2026-05-16 11:13:28.831,true,0,5196396,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18015952223259,2026-03-20 08:36:42.035,false,,,2026-03-20 11:36:42.037,,
false,false,false,10089398629121,2026-03-20 08:57:49.679,false,,,2026-03-20 11:57:49.682,,
false,false,false,18109908319748,2026-05-15 16:10:42.572,true,0,5189375,2026-04-16 00:00:00.000,Resolvido,Acareação
false,false,false,18131800856138,2026-03-20 09:16:46.990,false,,,2026-03-20 12:16:46.992,,
false,false,false,18015952113096,2026-03-20 11:00:06.679,false,5571983325323,,2026-03-20 14:00:06.685,,
false,false,false,18121604441856,2026-03-20 11:03:21.674,false,5571982357207,,2026-03-20 14:03:21.677,,
false,false,false,18176002804378,2026-05-16 11:13:29.212,true,0,5199234,2026-04-17 00:00:00.000,Resolvido,Acareação
false,false,false,18176302984905,2026-05-22 15:20:18.502,true,0,5252187,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18215300091919,2026-04-13 08:55:27.790,true,0,4845237,2026-03-20 15:30:09.088,Resolvido,Comprovante de entrega
false,false,false,18206101125329,2026-03-22 11:18:22.274,true,0,4584680,2026-03-20 15:53:54.153,Resolvido,Acareação
false,false,false,18249200232872,2026-05-22 15:20:17.810,true,0,5247025,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,18249200233394,2026-05-22 15:20:17.898,true,0,5247115,2026-04-23 00:00:00.000,Resolvido,Acareação
false,false,false,10085620365022,2026-03-22 11:18:22.356,true,0,4596553,2026-03-20 15:53:54.249,Resolvido,Acareação
false,false,false,18206101146614,2026-03-22 11:18:22.565,true,0,4628241,2026-03-20 15:53:54.521,Resolvido,Acareação
false,false,false,18109908099091,2026-03-22 11:18:22.396,true,0,4601769,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18215300083749,2026-03-22 11:18:22.481,true,0,4618301,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18159608201538,2026-03-22 11:18:22.609,true,0,4628627,2026-03-20 15:53:54.560,Resolvido,Acareação
false,false,false,18247000008877,2026-03-22 11:18:22.655,true,0,4629323,2026-03-20 15:53:54.617,Resolvido,Acareação
false,false,false,10087712080832,2026-03-22 11:18:22.697,true,0,4631690,2026-03-20 15:53:54.661,Resolvido,Acareação
false,false,false,18168202632127,2026-03-22 11:18:22.737,true,0,4632705,2026-03-20 15:53:54.716,Resolvido,Acareação
false,false,false,18015951067989,2026-03-22 11:18:22.792,true,0,4640487,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951090644,2026-03-22 11:18:22.833,true,0,4643618,2026-03-20 15:53:54.805,Resolvido,Acareação
false,false,false,18256300014974,2026-03-22 11:18:22.903,true,0,4650775,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951546082,2026-03-27 11:53:26.451,true,0,4663487,2026-03-20 15:53:55.043,Resolvido,Acareação
false,false,false,18242900266792,2026-03-27 11:53:26.508,true,0,4669727,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18168202628963,2026-03-29 13:37:34.769,true,0,4699158,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18168202645586,2026-03-29 13:37:34.817,true,0,4701181,2026-03-20 15:53:55.281,Resolvido,Acareação
false,false,false,18015951817502,2026-03-29 13:37:34.898,true,0,4711588,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951590579,2026-03-29 13:37:34.970,true,0,4717434,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951579853,2026-03-29 13:37:35.013,true,0,4717443,2026-03-20 15:53:55.704,Resolvido,Acareação
false,false,false,18249200212517,2026-04-17 15:13:05.332,false,5571987944329,,2026-04-17 18:13:05.338,,
false,false,false,18015951755183,2026-03-29 13:37:35.568,true,0,4722508,2026-03-20 15:53:56.675,Resolvido,Acareação
false,false,false,18215200088346,2026-04-09 15:37:48.227,true,0,4789820,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18199700489971,2026-03-20 14:13:36.933,false,5571981349309,,2026-03-20 17:13:36.937,,
false,false,false,18015951585869,2026-03-20 18:40:58.591,false,,,2026-03-20 18:40:58.591,,
false,false,false,18257500072401,2026-03-21 21:50:27.462,false,,,2026-03-22 00:50:27.466,,
false,false,false,18249200123250,2026-03-22 11:18:12.210,true,0,4030985,2026-03-22 14:18:12.214,Resolvido,Acareação
false,false,false,18249200113125,2026-03-22 11:18:12.293,true,0,4031143,2026-03-22 14:18:12.312,Resolvido,Acareação
false,false,false,18015949120637,2026-03-22 11:18:12.394,true,0,4032903,2026-03-22 14:18:12.397,Resolvido,Acareação
false,false,false,18168202562058,2026-03-22 11:18:12.447,true,0,4033087,2026-03-22 14:18:12.449,Resolvido,Acareação
false,false,false,18146400203185,2026-03-22 11:18:12.493,true,0,4034870,2026-03-22 14:18:12.502,Resolvido,Acareação
false,false,false,18176302758516,2026-03-22 11:18:12.581,true,0,4036853,2026-03-22 14:18:12.599,Resolvido,Acareação
false,false,false,18206101063953,2026-03-22 11:18:12.811,true,0,4058939,2026-03-22 14:18:12.840,Resolvido,Acareação
false,false,false,18236200321183,2026-03-22 11:18:12.987,true,0,4072997,2026-03-22 14:18:12.990,Resolvido,Acareação
false,false,false,18196700418117,2026-03-22 11:18:13.044,true,0,4074220,2026-03-22 14:18:13.047,Resolvido,Acareação
false,false,false,18121604210967,2026-03-22 11:18:13.126,true,0,4086214,2026-03-22 14:18:13.128,Resolvido,Acareação
false,false,false,10084758409784,2026-03-22 11:18:13.311,true,0,4095957,2026-03-22 14:18:13.325,Resolvido,Acareação
false,false,false,18015948892693,2026-03-22 11:18:13.473,true,0,4096640,2026-03-22 14:18:13.476,Resolvido,Acareação
false,false,false,10086682265692,2026-03-22 11:18:13.642,true,0,4097200,2026-03-22 14:18:13.644,Resolvido,Acareação
false,false,false,18159607984101,2026-03-22 11:18:13.726,true,0,4098093,2026-03-22 14:18:12.694,Resolvido,Acareação
false,false,false,18109907879825,2026-03-22 11:18:13.842,true,0,4098427,2026-03-22 14:18:13.844,Resolvido,Acareação
false,false,false,18142001210859,2026-03-22 11:18:14.021,true,0,4116446,2026-03-22 14:18:14.023,Resolvido,Acareação
false,false,false,18206101063114,2026-03-22 11:18:14.066,true,0,4127921,2026-03-22 14:18:14.068,Resolvido,Acareação
false,false,false,18176002510327,2026-03-22 11:18:14.118,true,0,4127928,2026-03-22 14:18:14.120,Resolvido,Acareação
false,false,false,18168202455863,2026-03-22 11:18:14.170,true,0,4130504,2026-03-22 14:18:14.174,Resolvido,Acareação
false,false,false,18203100489406,2026-03-22 11:18:14.225,true,0,4134847,2026-03-22 14:18:14.228,Resolvido,Acareação
false,false,false,18136301231399,2026-03-22 11:18:14.282,true,0,4135093,2026-03-22 14:18:14.284,Resolvido,Acareação
false,false,false,18146400207395,2026-03-22 11:18:14.325,true,0,4150872,2026-03-22 14:18:14.328,Resolvido,Acareação
false,false,false,18121604184691,2026-03-22 11:18:14.370,true,0,4154683,2026-03-22 14:18:14.373,Resolvido,Acareação
false,false,false,18213700039462,2026-03-22 11:18:14.419,true,0,4160456,2026-03-22 14:18:14.435,Resolvido,Acareação
false,false,false,18206101091213,2026-03-22 11:18:14.531,true,0,4161281,2026-03-22 14:18:14.533,Resolvido,Acareação
false,false,false,18194700294808,2026-03-22 11:18:14.573,true,0,4179644,2026-03-22 14:18:14.575,Resolvido,Acareação
false,false,false,18249200115190,2026-03-22 11:18:14.617,true,0,4187058,2026-03-22 14:18:14.619,Resolvido,Acareação
false,false,false,18168202569604,2026-03-22 11:18:14.658,true,0,4187637,2026-03-22 14:18:14.660,Resolvido,Acareação
false,false,false,18227000348355,2026-03-22 11:18:14.706,true,0,4190089,2026-03-22 14:18:12.937,Resolvido,Acareação
false,false,false,18194700302497,2026-03-22 11:18:14.835,true,0,4191152,2026-03-22 14:18:14.837,Resolvido,Acareação
false,false,false,18168202555757,2026-03-22 11:18:14.953,true,0,4191400,2026-03-22 14:18:14.955,Resolvido,Acareação
false,false,false,18194700300564,2026-03-22 11:18:15.074,true,0,4191664,2026-03-22 14:18:15.077,Resolvido,Acareação
false,false,false,18201500328448,2026-03-22 11:18:16.402,true,0,4269086,2026-03-22 14:18:13.975,Resolvido,Acareação
false,false,false,18015951477662,2026-03-29 13:37:35.246,true,0,4717439,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951495670,2026-03-29 13:37:35.305,true,0,4717470,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951808919,2026-03-29 13:37:35.371,true,0,4717541,2026-03-20 15:53:56.487,Resolvido,Acareação
false,false,false,18015951363816,2026-03-29 13:37:35.410,true,0,4717522,2026-03-20 15:53:56.527,Resolvido,Acareação
false,false,false,18015951766726,2026-03-29 13:37:35.491,true,0,4722504,2026-03-20 15:53:56.603,Resolvido,Acareação
false,false,false,18015951543983,2026-03-29 13:37:35.534,true,0,4722506,2026-03-20 15:53:56.642,Resolvido,Acareação
false,false,false,18015951466669,2026-03-29 13:37:35.606,true,0,4722510,2026-03-20 15:53:56.712,Resolvido,Acareação
false,false,false,18015951755660,2026-03-29 13:37:35.645,true,0,4722511,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951540155,2026-03-29 13:37:35.720,true,0,4722500,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951481618,2026-03-29 13:37:35.756,true,0,4722502,2026-03-20 15:53:56.858,Resolvido,Acareação
false,false,false,18015951951057,2026-03-29 13:37:35.826,true,0,4722604,2026-03-20 15:53:56.931,Resolvido,Acareação
false,false,false,18015951401702,2026-03-29 13:37:35.868,true,0,4722605,2026-03-20 15:53:56.968,Resolvido,Acareação
false,false,false,18015951783369,2026-03-29 13:37:35.901,true,0,4722606,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951783836,2026-03-29 13:37:35.974,true,0,4722610,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18137200301908,2026-04-11 09:16:20.962,true,0,4806775,2026-03-20 15:53:58.287,Resolvido,Acareação
false,false,false,18248300033876,2026-04-09 15:37:47.920,true,0,4777130,2026-03-20 15:53:57.678,Resolvido,Acareação
false,false,false,18142001272090,2026-04-08 16:56:14.899,true,0,4762252,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,10089398517203,2026-04-07 13:50:39.792,true,0,4749209,2026-03-20 15:53:57.164,Resolvido,Acareação
false,false,false,18239101995802,2026-04-08 16:56:15.045,true,0,4764107,2026-03-20 15:53:57.287,Resolvido,Acareação
false,false,false,18194700341398,2026-04-08 16:56:15.091,true,0,4764766,2026-03-20 15:53:57.336,Resolvido,Acareação
false,false,false,18143102787805,2026-04-09 15:37:48.330,true,0,4799520,2026-03-20 15:53:58.046,Resolvido,Acareação
false,false,false,18015951636708,2026-03-29 13:37:35.150,true,0,4717385,2026-03-20 08:03:58.033,Resolvido,Acareação
false,false,false,18015951291564,2026-03-29 13:37:35.180,true,0,4717391,2026-03-20 15:53:56.255,Resolvido,Acareação
false,false,false,18191001579200,2026-04-11 09:16:20.654,true,0,4804320,2026-03-10 00:00:00.000,Resolvido,Acareação
